year,totalrecords,SHI,total_length,mean_width,mean_layers,spawn_date_xbar,spawn_date_sd,spawn_data_weight,spawn_date_min,spawn_date_max,dive_survey_percent,section,section_name,Latitude,Longitude
1989,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1989,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1989,49,11632.3,38545,27.9,NA,108.7,4.4,11632.3,100,111,20,21,Juan Perez Sound,52.5027,-131.5189
1989,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
1989,5,111.9,1140,48.2,NA,107.6,8.8,111.9,98,114,0,23,Naden Harbour,53.0335,-131.9345
1989,27,3263.8,11075,13.0,NA,118.5,4.9,3263.8,107,121,4,24,Laskeek Bay,52.8744,-131.9235
1989,3,3511.9,17590,54.0,NA,81.7,11.5,3511.9,75,95,100,25,Skincuttle Inlet,52.2934,-131.2592
1990,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1990,8,6362.1,17450,30.5,NA,78.0,0.0,6362.1,78,78,75,2,Englefield Bay,53.6918,-132.9646
1990,3,2136.2,9570,38.3,NA,83.3,1.2,2136.2,82,84,67,3,Rennell Sound,53.3353,-132.4609
1990,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1990,8,558.8,11590,7.6,NA,95.0,0.0,558.8,95,95,0,5,Juan Perez Sound West,53.0075,-132.2783
1990,2,1958.6,9200,67.0,NA,96.0,0.0,1958.6,96,96,100,6,Louscoone Inlet,52.1944,-131.2375
1990,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1990,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1990,8,15617.1,32090,80.0,NA,94.0,0.0,15617.1,94,94,100,21,Juan Perez Sound,52.4295,-131.3371
1990,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
1990,3,441.7,3000,8.7,NA,93.0,0.0,441.7,93,93,0,23,Naden Harbour,53.0233,-131.9053
1990,4,6049.5,13860,60.2,NA,98.0,0.0,6049.5,98,98,100,24,Laskeek Bay,52.8941,-131.8379
1990,2,1336.7,8380,37.0,NA,97.0,0.0,1336.7,97,97,100,25,Skincuttle Inlet,52.3886,-131.2853
1991,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1991,1,1947.4,3900,66.0,NA,80.0,0,1947.4,80,80,100,2,Englefield Bay,53.7597,-133.0133
1991,1,682.4,3600,38.0,NA,94.0,0,682.4,94,94,100,3,Rennell Sound,53.3447,-132.5119
1991,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1991,12,355.5,5050,13.9,NA,115.0,0.0,355.5,115,115,0,5,Juan Perez Sound West,53.0075,-132.2783
1991,3,772.7,10050,26.0,NA,85.0,0.0,772.7,85,85,100,6,Louscoone Inlet,52.1866,-131.2348
1991,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1991,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1991,5,11668.1,15790,84.2,NA,97.0,0.0,11668.1,97,97,100,21,Juan Perez Sound,52.4407,-131.306
1991,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
1991,1,282.7,3600,10.0,NA,91.0,0,282.7,91,91,0,23,Naden Harbour,53.0592,-131.8478
1991,6,2586.5,21420,31.0,NA,104.0,0.0,2586.5,104,104,100,24,Laskeek Bay,52.8643,-131.8191
1991,2,894.0,4650,31.5,NA,90.0,0.0,894.0,90,90,100,25,Skincuttle Inlet,52.2674,-131.2525
1992,1,60.5,900,14.0,NA,103.0,0,60.5,103,103,100,1,Tasu Sound & Gowgaia Bay,52.8208,-132.0614
1992,3,1087.5,4000,22.7,NA,87.7,2.9,1087.5,86,91,100,2,Englefield Bay,53.7394,-132.9925
1992,1,2158.8,6300,59.0,NA,96.0,0,2158.8,96,96,100,3,Rennell Sound,53.3447,-132.5119
1992,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1992,2,602.4,4020,40.5,NA,97.0,0.0,602.4,97,97,100,5,Juan Perez Sound West,53.0075,-132.2783
1992,3,999.7,9250,28.3,NA,100.0,0.0,999.7,100,100,100,6,Louscoone Inlet,52.1866,-131.2348
1992,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1992,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1992,5,4897.7,14890,63.6,NA,98.0,4.3,4897.7,94,103,100,21,Juan Perez Sound,52.4407,-131.306
1992,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
1992,1,657.3,3800,84.0,NA,107.0,0,657.3,107,107,100,23,Naden Harbour,53.0461,-131.7489
1992,2,2360.3,9000,46.0,NA,107.5,2.1,2360.3,106,109,100,24,Laskeek Bay,52.8699,-131.7832
1992,3,2152.8,8900,83.0,NA,92.3,1.5,2152.8,91,94,100,25,Skincuttle Inlet,52.3857,-131.2864
1993,2,23.7,2000,5.0,NA,92.0,0.0,23.7,92,92,100,1,Tasu Sound & Gowgaia Bay,52.8208,-132.0614
1993,2,49.8,4250,6.5,NA,81.5,7.8,49.8,76,87,100,2,Englefield Bay,53.6783,-132.9481
1993,1,14.8,400,83.0,NA,87.0,0,14.8,87,87,100,3,Rennell Sound,53.3447,-132.5119
1993,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1993,1,0.6,15,5.0,NA,92.0,0,0.6,92,92,0,5,Juan Perez Sound West,53.0075,-132.2783
1993,3,277.7,3651,50.3,NA,70.0,0.0,277.7,70,70,33,6,Louscoone Inlet,52.1792,-131.2391
1993,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1993,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1993,4,639.5,4850,37.8,NA,88.0,0.0,639.5,88,88,100,21,Juan Perez Sound,52.4322,-131.3228
1993,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
1993,1,73.0,1000,50.0,NA,106.0,0,73.0,106,106,0,23,Naden Harbour,53.0592,-131.8478
1993,4,1512.2,16400,30.0,NA,107.0,0.0,1512.2,107,107,100,24,Laskeek Bay,52.8952,-131.9331
1993,9,4127.4,22050,50.3,NA,94.7,14.6,4127.4,83,114,100,25,Skincuttle Inlet,52.3392,-131.2525
1994,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1994,2,173.8,3020,20.5,NA,98.0,2.8,173.8,96,100,100,2,Englefield Bay,53.6426,-132.919
1994,1,16.6,1260,0,NA,93.0,0,16.6,93,93,100,3,Rennell Sound,53.3447,-132.5119
1994,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1994,1,57.9,1170,20.0,NA,100.0,0,57.9,100,100,100,5,Juan Perez Sound West,53.0075,-132.2783
1994,5,67.0,1700,6.6,NA,70.6,2.2,67.0,69,73,0,6,Louscoone Inlet,52.1953,-131.2415
1994,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1994,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1994,6,5231.2,12390,55.0,NA,90.0,0,5231.2,90,90,100,21,Juan Perez Sound,52.4376,-131.3172
1994,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
1994,2,594.0,5770,12.5,NA,NA,NA,NA,NA,NA,100,23,Naden Harbour,53.0308,-131.8917
1994,2,2379.1,7160,40.5,NA,NA,NA,NA,NA,NA,100,24,Laskeek Bay,52.8837,-131.8319
1994,11,4548.5,13560,45.0,NA,81.8,1.8,4548.5,80,84,73,25,Skincuttle Inlet,52.3082,-131.2602
1995,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1995,0,0,0,0,0,NA,NA,NA,NA,NA,0,2,Englefield Bay,NA,NA
1995,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
1995,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1995,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
1995,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
1995,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1995,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1995,3,1163.4,4465,86.7,NA,100.0,0.0,1163.4,100,100,100,21,Juan Perez Sound,52.4075,-131.3642
1995,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
1995,1,49.6,3580,11.0,NA,115.0,0,49.6,115,115,100,23,Naden Harbour,53.0383,-131.8781
1995,2,107.7,2100,7.5,NA,115.0,0.0,107.7,115,115,0,24,Laskeek Bay,52.8831,-131.7947
1995,7,3380.0,12925,94.4,NA,80.3,13.5,3380.0,72,102,86,25,Skincuttle Inlet,52.3179,-131.2633
1996,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1996,1,0.0,400,50.0,NA,90.0,0,0.0,90,90,0,2,Englefield Bay,53.6989,-132.9508
1996,1,0.0,0,0,NA,94.0,0,0.0,94,94,0,3,Rennell Sound,53.3442,-132.4728
1996,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1996,1,0.0,0,0,NA,100.0,0,0.0,100,100,0,5,Juan Perez Sound West,52.975,-132.3556
1996,3,125.3,1085,33.3,NA,77.3,15.0,125.3,60,86,33,6,Louscoone Inlet,52.1809,-131.2292
1996,1,0.0,0,0,NA,NA,NA,NA,NA,NA,0,11,Masset Inlet,53.6603,-132.5289
1996,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1996,4,920.1,8965,49.0,NA,106.2,0.5,920.1,106,107,100,21,Juan Perez Sound,52.4392,-131.3227
1996,7,0.0,0,0,NA,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,53.2383,-131.9927
1996,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
1996,3,698.2,5850,37.7,NA,111.0,5.2,698.2,108,117,100,24,Laskeek Bay,52.8777,-131.802
1996,6,5630.8,9675,125.2,NA,91.2,2.0,5630.8,89,93,100,25,Skincuttle Inlet,52.3366,-131.2959
1997,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1997,0,0,0,0,0,NA,NA,NA,NA,NA,0,2,Englefield Bay,NA,NA
1997,1,0.0,6400,0,NA,NA,NA,NA,NA,NA,0,3,Rennell Sound,53.4028,-132.6542
1997,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1997,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
1997,1,52.3,1450,19.0,NA,88.0,0,52.3,88,88,100,6,Louscoone Inlet,52.1958,-131.237
1997,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1997,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1997,6,5483.6,14200,65.2,NA,96.0,3.9,5483.6,91,100,100,21,Juan Perez Sound,52.426,-131.3368
1997,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
1997,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
1997,2,1241.0,4900,34.5,NA,101.5,0.7,1241.0,101,102,100,24,Laskeek Bay,52.8915,-131.8681
1997,8,4000.7,15860,74.2,NA,84.0,15.2,4000.7,65,99,100,25,Skincuttle Inlet,52.3132,-131.2623
1998,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1998,2,150.7,2100,30.0,NA,90.0,0.0,150.7,90,90,100,2,Englefield Bay,53.7,-132.9557
1998,1,69.0,1750,8.0,NA,93.0,0,69.0,93,93,100,3,Rennell Sound,53.4875,-132.7486
1998,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1998,2,249.2,4550,18.5,NA,94.0,0.0,249.2,94,94,100,5,Juan Perez Sound West,53.0087,-132.2651
1998,7,0.0,1825,30.0,NA,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,52.1918,-131.2352
1998,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1998,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1998,13,6472.4,25200,86.0,NA,75.7,4.9,6472.4,71,90,100,21,Juan Perez Sound,52.4599,-131.4293
1998,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
1998,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
1998,2,3900.8,11050,56.0,NA,82.0,0.0,3900.8,82,82,100,24,Laskeek Bay,52.8837,-131.8319
1998,8,10248.5,22100,91.9,NA,73.6,2.5,10248.5,70,77,100,25,Skincuttle Inlet,52.3148,-131.2529
1999,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1999,0,0,0,0,0,NA,NA,NA,NA,NA,0,2,Englefield Bay,NA,NA
1999,1,0.0,1400,0,NA,NA,NA,NA,NA,NA,0,3,Rennell Sound,53.3019,-132.4325
1999,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1999,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
1999,2,43.6,1400,16.5,NA,57.0,0.0,43.6,57,57,100,6,Louscoone Inlet,52.1833,-131.2332
1999,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1999,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1999,7,4239.3,16880,49.3,NA,73.3,15.4,4239.3,57,87,100,21,Juan Perez Sound,52.4444,-131.4186
1999,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
1999,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
1999,2,837.1,4200,49.0,NA,98.0,0.0,837.1,98,98,100,24,Laskeek Bay,52.8837,-131.8319
1999,16,3851.0,22050,54.0,NA,77.9,10.7,3851.0,54,86,69,25,Skincuttle Inlet,52.3207,-131.2838
2000,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2000,0,0,0,0,0,NA,NA,NA,NA,NA,0,2,Englefield Bay,NA,NA
2000,2,288.4,3400,41.5,NA,91.0,2.8,288.4,89,93,100,3,Rennell Sound,53.3254,-132.5749
2000,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2000,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2000,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2000,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2000,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2000,13,3772.1,16075,88.7,NA,86.1,8.5,3772.1,67,93,100,21,Juan Perez Sound,52.5031,-131.5065
2000,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2000,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2000,3,743.4,6700,41.7,NA,89.3,18.5,743.4,68,100,100,24,Laskeek Bay,52.8894,-131.837
2000,4,825.5,4500,105.7,NA,75.8,13.9,825.5,59,93,75,25,Skincuttle Inlet,52.2875,-131.2666
2001,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2001,2,34.6,900,10.0,NA,80.0,0.0,34.6,80,80,100,2,Englefield Bay,53.6479,-132.9168
2001,1,0.0,800,0,NA,80.0,0,0.0,80,80,100,3,Rennell Sound,53.4875,-132.7486
2001,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2001,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2001,2,254.8,1750,29.5,NA,58.0,0.0,254.8,58,58,100,6,Louscoone Inlet,52.1944,-131.2375
2001,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2001,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2001,17,10393.1,23375,53.9,NA,88.9,10.8,10393.1,63,98,100,21,Juan Perez Sound,52.5225,-131.5277
2001,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2001,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2001,3,1335.0,5050,42.3,NA,97.0,24.2,1335.0,69,111,100,24,Laskeek Bay,52.8894,-131.837
2001,7,1875.7,9650,77.5,NA,67.4,8.8,1875.7,60,86,100,25,Skincuttle Inlet,52.3046,-131.2738
2002,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2002,0,0,0,0,0,NA,NA,NA,NA,NA,0,2,Englefield Bay,NA,NA
2002,1,149.3,1150,15.0,NA,77.0,0,149.3,77,77,100,3,Rennell Sound,53.3067,-132.6769
2002,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2002,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2002,2,99.6,1300,22.0,NA,61.0,0.0,99.6,61,61,50,6,Louscoone Inlet,52.1944,-131.2375
2002,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2002,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2002,7,915.1,5800,51.3,NA,86.9,11.9,915.1,72,109,43,21,Juan Perez Sound,52.447,-131.4294
2002,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2002,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2002,5,891.8,5550,56.0,NA,83.8,24.8,891.8,52,109,80,24,Laskeek Bay,52.8271,-131.7841
2002,2,379.0,3000,48.0,NA,56.0,0.0,379.0,56,56,100,25,Skincuttle Inlet,52.2674,-131.2525
2003,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2003,2,283.2,2000,62.5,NA,92.0,0.0,283.2,92,92,0,2,Englefield Bay,53.7597,-133.0133
2003,8,1078.7,7600,13.1,NA,89.0,4.1,1078.7,79,91,0,3,Rennell Sound,53.3757,-132.5917
2003,4,100.0,460,6.2,NA,107.0,0.0,100.0,107,107,0,4,Cartwright Sound,53.1605,-132.5411
2003,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2003,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2003,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2003,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2003,5,1226.4,4900,62.4,NA,98.4,5.4,1226.4,90,105,100,21,Juan Perez Sound,52.4648,-131.4569
2003,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2003,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2003,7,1082.6,5490,29.3,NA,87.2,19.4,1082.6,64,111,43,24,Laskeek Bay,52.8669,-131.7804
2003,6,4992.7,8200,88.7,NA,87.5,16.9,4992.7,53,96,83,25,Skincuttle Inlet,52.3046,-131.2647
2004,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2004,1,699.8,6600,31.0,NA,86.0,0,699.8,86,86,100,2,Englefield Bay,53.6989,-132.9508
2004,5,2284.9,19800,27.8,NA,89.6,0.9,2284.9,88,90,100,3,Rennell Sound,53.357,-132.5686
2004,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2004,2,10.9,576,1.5,NA,92.0,0.0,10.9,92,92,0,5,Juan Perez Sound West,53.0413,-132.3419
2004,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2004,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2004,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2004,7,2245.0,12600,27.3,NA,88.6,6.5,2245.0,74,92,100,21,Juan Perez Sound,52.4672,-131.4498
2004,1,150.8,2000,52.0,NA,74.0,0,150.8,74,74,100,22,Skidegate Inlet,53.2511,-132.0586
2004,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2004,9,1632.5,11400,27.2,NA,50.6,25.6,1632.5,34,91,44,24,Laskeek Bay,52.9043,-131.868
2004,13,1028.7,7375,24.6,NA,71.1,21.5,1028.7,45,88,0,25,Skincuttle Inlet,52.2761,-131.2656
2005,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2005,2,22.6,1020,49.0,NA,83.5,7.8,22.6,78,89,100,2,Englefield Bay,53.6397,-132.9382
2005,12,552.5,7175,27.2,NA,84.2,10.2,552.5,76,97,42,3,Rennell Sound,53.3381,-132.6318
2005,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
2005,0,0,0,0,0,NA,NA,NA,NA,NA,0,5,Juan Perez Sound West,NA,NA
2005,2,503.1,2000,41.0,NA,72.0,0.0,503.1,72,72,100,6,Louscoone Inlet,52.1833,-131.2439
2005,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2005,5,159.3,4000,16.0,NA,94.0,0.0,159.3,94,94,0,12,Cumshewa Inlet,53.995,-132.6169
2005,4,1111.2,8450,75.5,NA,91.5,7.9,1111.2,82,98,100,21,Juan Perez Sound,52.4556,-131.4399
2005,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2005,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2005,8,791.6,8300,21.8,NA,73.6,21.0,791.6,57,107,50,24,Laskeek Bay,52.8733,-131.8051
2005,10,1208.0,3630,29.6,NA,49.6,11.4,1208.0,46,82,10,25,Skincuttle Inlet,52.3253,-131.3169
2006,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2006,12,925.4,7350,17.7,NA,93.2,1.5,925.4,92,95,0,2,Englefield Bay,53.6564,-132.9225
2006,10,231.0,8200,20.5,NA,91.1,4.1,231.0,88,97,0,3,Rennell Sound,53.3295,-132.5779
2006,3,589.2,3100,16.7,NA,97.0,0.0,589.2,97,97,0,4,Cartwright Sound,53.1592,-132.5674
2006,2,82.5,2900,8.0,NA,97.0,0.0,82.5,97,97,0,5,Juan Perez Sound West,53.0075,-132.2783
2006,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2006,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2006,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2006,17,1800.8,9520,35.0,NA,89.2,3.4,1800.8,86,94,0,21,Juan Perez Sound,52.4678,-131.409
2006,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2006,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2006,19,1123.1,17100,16.9,NA,87.8,13.3,1123.1,60,98,0,24,Laskeek Bay,52.8312,-131.7408
2006,10,1173.1,3750,30.8,NA,75.5,14.2,1173.1,62,89,0,25,Skincuttle Inlet,52.2963,-131.2775
2007,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2007,14,511.3,5060,10.1,NA,96.9,5.9,511.3,87,106,0,2,Englefield Bay,53.6696,-132.9408
2007,18,718.9,5602,8.7,NA,80.4,15.3,718.9,62,94,0,3,Rennell Sound,53.3864,-132.6185
2007,4,178.9,1300,16.2,NA,94.0,0.0,178.9,94,94,0,4,Cartwright Sound,53.1592,-132.5674
2007,6,59.6,650,12.3,NA,89.0,0.0,59.6,89,89,0,5,Juan Perez Sound West,53.01,-132.2519
2007,1,101.9,800,4.0,NA,70.0,0,101.9,70,70,0,6,Louscoone Inlet,52.1958,-131.2584
2007,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2007,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2007,20,3290.7,11203,20.6,NA,90.2,0.6,3290.7,90,92,0,21,Juan Perez Sound,52.413,-131.4063
2007,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2007,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2007,9,1552.3,9250,19.9,NA,91.6,16.2,1552.3,49,98,11,24,Laskeek Bay,52.7444,-131.6258
2007,22,4491.2,11230,18.3,NA,80.5,11.6,4491.2,65,89,9,25,Skincuttle Inlet,52.3183,-131.3045
2008,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
2008,16,1009.7,7950,20.6,NA,86.6,1.8,1009.7,85,90,0,2,Englefield Bay,53.6536,-132.9319
2008,14,598.7,4200,22.1,NA,85.9,6.2,598.7,79,91,0,3,Rennell Sound,53.354,-132.613
2008,5,203.4,2150,12.2,NA,96.0,0.0,203.4,96,96,0,4,Cartwright Sound,53.1612,-132.5252
2008,4,187.7,1650,13.8,NA,100.0,0.0,187.7,100,100,0,5,Juan Perez Sound West,53.01,-132.2519
2008,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
2008,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
2008,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
2008,8,1830.4,10490,36.4,NA,103.9,3.2,1830.4,96,105,100,21,Juan Perez Sound,52.4165,-131.3937
2008,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
2008,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
2008,6,1047.4,8560,30.7,NA,92.0,10.8,1047.4,78,105,100,24,Laskeek Bay,52.9101,-131.8668
2008,4,1335.3,4720,76.5,NA,91.2,16.0,1335.3,75,105,100,25,Skincuttle Inlet,52.3152,-131.2871
2009,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
